id,treat,code_pay,role,group,hidden_number,report1,report2,report3,belief1,belief2,belief3,belief_observed,observed,start_time,chosen_card,gender,ethnicity,race,age,education,state,income,q1,q2,q3
1,VCTM3,soyyge666nc2biba,P1,8978432014,8,30,,,,30,20,Obseerved,,2018-08-03 18:47:47.766887+00:00,45,Male,Non hispanic,White,38,College diploma,44,"$20,000 - $29,999",Probably something about sharing with others or honesty.,5,"It was said the experiment was ""5 to 10 minutes"". The directions and complexity and comprehension check questions were extremely difficult and time consuming to go through. It probably took me 20 minutes."
2,VCTM3,mbsntbyn6nc2biba,P1,7947126751,14,14,,,,14,14,Obseerved,,2018-08-03 19:00:46.182124+00:00,66,Female,Non hispanic,Hispanic/Latino/Latina,24,Some college,10,"$40,000 - $49,999",The goal is to report the hidden number to the other players to determine their bonus.,1,It was great :)
3,VCTM3,lixpvz186nc2biba,P1,2037427464,11,28,,,,28,30,Obseerved,,2018-08-03 20:12:34.146063+00:00,69,Male,Non hispanic,White,47,Some college,10,"$10,000 - $19,999",Well you are supposed to get the hidden number to the third person from the first but there's a financial insentive to not give the correct number unless of course the person chooses the highest number randomly.,2,It's all good the way it is.
4,VCTM3,bmn395po6nc2biba,P1,4080722630,10,10,,,,10,30,Obseerved,,2018-08-03 20:56:55.136703+00:00,81,Female,Hispanic,White,20,High school or equivalent,35,"$20,000 - $29,999",I think I would describe the goal of this study as being to look at how people expect others to act and make decisions.,1,I think my survey experience was fine as is. The instructions were thorough and clear and I found the game interesting.
5,VCTM3,ijrl9qz86nc2biba,P1,9487939433,9,9,,,,9,9,Obseerved,,2018-08-03 21:21:35.239749+00:00,131,Male,Non hispanic,White,32,College diploma,22,"$40,000 - $49,999","It's like the game telephone but you can win money. If p4 reports a high number you can earn lots of money. If p4 reports a higher number than actual, p4 does not make as much.",2,"not sure, maybe a video to explain how game works."
6,VCTM3,9a56nxms6nc2biba,P1,6214172108,8,25,,,,25,25,Obseerved,,2018-08-03 21:43:09.855894+00:00,67,Male,Non hispanic,White,30,College diploma,10,"$40,000 - $49,999","it's a study testing group conformity, honesty, and fairness using simulated economic incentives.",4,it was fine the way it was.
7,VCTM3,4zle6rcd6nc2biba,P1,9847741918,12,12,,,,12,20,Obseerved,,2018-08-03 21:43:30.474055+00:00,103,Female,Non hispanic,Hispanic/Latino/Latina,29,Some college,22,"< $10,000",to study participant behavior during a game,2,I would make the instructions less wordy
8,VCTM3,5pg6aszr6nc2biba,P1,5940284493,10,10,,,,10,10,Obseerved,,2018-08-03 22:06:35.354053+00:00,65,Male,Non hispanic,White,35,College diploma,5,"$70,000 - $79,999","Resource allocation via the ""telephone"" game",5,Let us know which questions we answered wrong in the instructions
9,VCTM3,7egjrquc6nc2biba,P1,5682660772,7,7,,,,7,7,Obseerved,,2018-08-03 22:13:07.176908+00:00,80,Male,Non hispanic,Hispanic/Latino/Latina,34,College diploma,14,"$80,000 - $99,999",Trusting that strangers to do the right thing.,2,I don't know
10,VCTM3,8retsqc56nc2biba,P1,7925140574,26,26,,,,26,27,Obseerved,,2018-08-03 22:39:28.766354+00:00,42,Female,Non hispanic,White,27,College diploma,32,"$120,000 - $149,999",A final number,3,It was great
