id,treat,code_pay,role,group,hidden_number,report1,report2,report3,belief1,belief2,belief3,belief_observed,observed,start_time,chosen_card,gender,ethnicity,race,age,education,state,income,q1,q2,q3
1,VCTM5,5zp6iaoejzv6ou9z,P1,9552935887,14,14,,,,16,14,Obseerved,,2018-08-03 19:18:26.724970+00:00,66,Male,Non hispanic,White,32,College diploma,15,"$30,000 - $39,999",Honesty when it comes to rewards for you but punishment for others.,3,I thought it was fine.
2,VCTM5,b58ske0yjzv6ou9z,P1,8519255924,22,22,,,,22,22,Obseerved,,2018-08-03 19:18:28.266127+00:00,39,Female,Non hispanic,White,26,Some college,21,"< $10,000","To accurately communicate the numbers you saw, to maximize earnings for all participants.",4,Nothing comes to mind!
3,VCTM5,iq7fjhp6jzv6ou9z,P1,3216338204,10,10,,,,10,10,Obseerved,,2018-08-03 19:21:07.457169+00:00,43,Male,Non hispanic,White,67,College diploma,43,"$30,000 - $39,999",A test of honesty over greed,3,"I had no problems, so I have no suggestions."
4,VCTM5,nk2p4rwajzv6ou9z,P1,9357092451,10,30,,,,27,27,Obseerved,,2018-08-03 19:29:40.086842+00:00,102,Male,Non hispanic,White,31,High school or equivalent,22,"$10,000 - $19,999","I think it was a study to find out if players would exclude 2 out of the 5 players from a big bonus, if it meant a larger overall bonus for the 3 others. It was about fairness in a group.",1,"In part of the instructions it says ""4x4"" instead of ""5x4"". Also it wasn't made clear at first whether reporting the wrong hidden number would be allowed (I assume this might be intentional, to not encourage dishonesty from players).  I would like to know what P3 reported."
5,VCTM5,hzi5kja0jzv6ou9z,P1,3858788050,9,28,,,,28,20,Obseerved,,2018-08-03 20:01:32.504461+00:00,35,Female,Non hispanic,White,56,College diploma,6,I do not wish to report my income.,Making money for yourself.,3,n/a
6,VCTM5,u8kme7dsjzv6ou9z,P1,1243027609,21,10,,,,10,21,Obseerved,,2018-08-03 21:15:39.466215+00:00,40,Female,Non hispanic,Black/African American,19,Some college,30,"$60,000 - $69,999",I would describe it as confusing,2,make the instructions shorter
7,VCTM5,8qkfkjqbjzv6ou9z,P1,4037847170,7,30,,,,30,7,Obseerved,,2018-08-03 21:53:27.155180+00:00,80,Female,Non hispanic,White,25,College diploma,38,"$50,000 - $59,999",Trying to maximize bonus for everybody,2,"Nothing, it was easy and fun."
8,VCTM5,4q1fah46jzv6ou9z,P1,4157132235,11,11,,,,11,11,Obseerved,,2018-08-03 22:27:02.418480+00:00,64,Female,Non hispanic,White,41,Some college,37,"< $10,000",Testing the perceptions of peoples selfishness/lack of honesty?,3,So far so good!
9,VCTM5,t0l1w04sjzv6ou9z,P1,4445149213,8,8,,,,8,8,Obseerved,,2018-08-03 22:58:07.008523+00:00,144,Female,Non hispanic,White,21,College diploma,46,"< $10,000","Analyzing ""whisper down the lane"".",2,"So many participants was a little confusing, but I figured it out.  I liked it."
10,VCTM5,53yca6vgjzv6ou9z,P1,7946397007,7,7,,,,20,25,Obseerved,,2018-08-03 23:18:25.636434+00:00,90,Male,Non hispanic,White,48,College diploma,33,"$50,000 - $59,999","Observing what people will report when it has to go through several different people, like a telephone type game.",3,The bonus options could be more lucrative.
11,VCTM5,2gq6uoxhjzv6ou9z,P1,1005243656,8,8,,,,8,8,Obseerved,,2018-08-03 23:38:19.701542+00:00,67,Male,Non hispanic,Hispanic/Latino/Latina,33,College diploma,30,"$10,000 - $19,999",Whether people would lie to get more money,4,The instructions were too complex.
12,VCTM5,hz3bhv97jzv6ou9z,P1,6892546454,10,12,,,,12,10,Obseerved,,2018-08-03 23:59:43.189686+00:00,65,Male,Non hispanic,White,28,College diploma,38,"$20,000 - $29,999",Guess the right number,4,make it less complicated
13,VCTM5,ucpjtq98jzv6ou9z,P1,9757974224,10,10,,,,14,14,Obseerved,,2018-08-04 00:43:17.539817+00:00,29,Male,Non hispanic,White,26,College diploma,30,"$40,000 - $49,999","I think the goal is to see if people would be honest and how well they would communicate with one another. Does player 1 lie? If not, does player 2 lie?",2,"Simply the instructions maybe? They were very detailed, but maybe there is a way to make it a bit easier."
14,VCTM5,56cu6zmujzv6ou9z,P1,7058786009,14,30,,,,30,30,Unobserved,,2018-08-04 01:10:39.187278+00:00,66,Male,Non hispanic,White,30,Professional post-secondary degree or doctoral degree,14,"$150,000 - $199,999",Figuring out how people make decisions.,2,N/A - very good.
15,VCTM5,qz6heblbjzv6ou9z,P1,4857792889,12,12,,,,12,12,Unobserved,,2018-08-04 01:13:34.386579+00:00,54,Female,Non hispanic,White,54,High school or equivalent,35,"$20,000 - $29,999",To see if people are honest. Especially knowing money is involved.,2,No suggestions. Everything was straight forward.
16,VCTM5,8yd033rvjzv6ou9z,P1,6346546297,6,6,,,,6,15,Obseerved,,2018-08-04 01:20:35.237849+00:00,15,Female,Non hispanic,Native Hawaiian/Pacific Islander,36,Masters degree,38,"$70,000 - $79,999","Testing trust in other players of the game, and reading comprehension",3,I don't know
17,VCTM5,r6v3oa6qjzv6ou9z,P1,6418046186,26,26,,,,26,26,Obseerved,,2018-08-04 01:22:53.006299+00:00,42,Male,Non hispanic,White,31,Some college,10,"$40,000 - $49,999",Being honest and trusting strangers for the greater good of a group to receive a bonus of monetary value.,1,Everything was very well explained.
18,VCTM5,eeonrq8rjzv6ou9z,P1,3544402363,2,2,,,,2,14,Obseerved,,2018-08-04 01:26:36.187596+00:00,76,Female,Non hispanic,White,29,High school or equivalent,3,"$50,000 - $59,999",Tandancy to lie for personal gain,2,"More money, haha. It's pretty pleasant as surveys go."
19,VCTM5,fyhbung6jzv6ou9z,P1,5653889337,21,21,,,,27,30,Obseerved,,2018-08-04 01:32:12.829353+00:00,40,Female,Non hispanic,Black/African American,54,Some college,5,"< $10,000","The goal of this study is testing how people make his/her decision when she/he could earn more bonus if reports false message. Also, to see if people make decision to maximize his/her own profit or  try to be fair to other group members.",2,"I think there is one mistake on the instruction. When explaining P4 and P5's earning, calculation was shown as "" (2*10-16)*5 = (20-16)*5 = 4*4 = 20 "". I think it is not 4*4, but 4*5. Please check it again.  Other than that, everything was OK and I enjoyed your study very much. Thank you for having me on your study."
20,VCTM5,7l6723fnjzv6ou9z,P1,3810395041,8,8,,,,8,30,Obseerved,,2018-08-04 01:43:54.294973+00:00,67,Female,Non hispanic,White,41,High school or equivalent,11,"$40,000 - $49,999",A study that determines how people decide when their decisions involve making or losing money.,3,Better pay
21,VCTM5,ixpkd1ayjzv6ou9z,P1,9767384409,11,30,,,,27,27,Obseerved,,2018-08-04 01:44:54.421755+00:00,20,Male,Non hispanic,White,71,Masters degree,3,"$100,000 - $119,999",To see how people will behave to maximize earnings and be fair to others.,1,I like the design of this survey.  You might ask how could the early players behave to be most fair to the later players.
22,VCTM5,dihomyq0jzv6ou9z,P1,2673650523,7,7,,,,7,7,Obseerved,,2018-08-04 01:45:35.730208+00:00,90,Female,Non hispanic,White,46,Masters degree,32,"$40,000 - $49,999",To test the honest of people to report information?,2,"I'm not sure, the diagrams were helpful to include with the instructions."
23,VCTM5,q7ulh9jnjzv6ou9z,P1,5451087579,14,14,,,,14,14,Unobserved,,2018-08-04 02:05:07.621400+00:00,66,Female,Hispanic,White,33,Some college,43,"$10,000 - $19,999","One of two, play fair and help each other gain a small bonus by remaining honest , or play greedy and if the odds are in your favor you could place a higher number for a higher pay only hurting 2 of 5 players but resulting in a higher financial gain for yourself and two others.",4,"I am unsure what would be needed or if improvement is even needed, thank you for allowing my participation!"
24,VCTM5,vbm32tyejzv6ou9z,P1,4190989736,8,30,,,,30,30,Obseerved,,2018-08-04 03:35:40.128868+00:00,67,Male,Non hispanic,White,47,College diploma,3,"$20,000 - $29,999","To see if I'd lie about the hidden number to make more money, and if others would also lie.",3,"It was okay, no real need to change anything."
25,VCTM5,b69j6k15jzv6ou9z,P1,2189621527,10,10,,,,10,10,Obseerved,,2018-08-04 03:37:16.066892+00:00,65,Female,Non hispanic,White,33,College diploma,30,"$60,000 - $69,999","This game is like telephone.  Will people pass along information honestly, or will it change as more people become involved?",5,"There were errors in the instructions, especially in the calculations in the instructions.  The instructions were too lengthy and involved."
26,VCTM5,f0x45kpmjzv6ou9z,P1,3944356812,10,10,,,,10,15,Obseerved,,2018-08-04 14:25:21.365175+00:00,81,Male,Non hispanic,White,31,Some college,23,"< $10,000","To figure out if people will play the game with the correct answers, or play for maximum profit.",3,It was fine as is.
